,model,size,features,abs_shap
33,LR,10000,Loan_SubGrade:E5,8.749785879680303
34,LR,10000,Loan_SubGrade:F1,1.3297658920287596
35,LR,10000,Loan_SubGrade:F2,0.04429449945332044
36,LR,10000,Loan_SubGrade:F3,0.3250731383465506
37,LR,10000,Loan_SubGrade:F4,0.4340662692674403
38,LR,10000,Loan_SubGrade:F5,0.41694328155540006
39,LR,10000,Loan_SubGrade:G1,0.5805929986940481
40,LR,10000,Loan_SubGrade:G2,0.01026401847874972
41,LR,10000,Loan_SubGrade:G3,0.0
42,LR,10000,Loan_SubGrade:G4,0.0
43,LR,10000,Loan_SubGrade:G5,0.0
44,LR,10000,Employment_Length:1 year,0.42764110689241985
45,LR,10000,Employment_Length:10+ years,0.3654321828604611
46,LR,10000,Employment_Length:2 years,0.12763192124978345
47,LR,10000,Employment_Length:3 years,0.21440958352535258
48,LR,10000,Employment_Length:4 years,0.06725669925328615
49,LR,10000,Employment_Length:5 years,0.16978104675887226
50,LR,10000,Employment_Length:6 years,0.17941616742740363
51,LR,10000,Employment_Length:7 years,0.14275599223633634
52,LR,10000,Employment_Length:8 years,0.06191093777168344
53,LR,10000,Employment_Length:9 years,0.018863704808482908
54,LR,10000,Employment_Length:< 1 year,0.349583727835152
55,LR,10000,Employment_Length:unknown,2.6074620687337493
56,LR,10000,Home_Ownership:ANY,0.0
57,LR,10000,Home_Ownership:MORTGAGE,136.2193802740528
58,LR,10000,Home_Ownership:OWN,50.39811000019892
59,LR,10000,Home_Ownership:RENT,150.1203040443105
60,LR,10000,loan_amnt,1.448515135702564
61,LR,10000,int_rate,692.8278626204394
62,LR,10000,installment,8.672694194639037
63,LR,10000,annual_inc,1.3537739719298334
64,LR,10000,inq_last_6mths,1.3995370220846393
65,LR,10000,delinq_2yrs,0.3575049802126953
66,LR,10000,mths_since_last_delinq,0.9273641877851287
67,LR,10000,open_acc,1.59204339249225
68,LR,10000,total_acc,4.760535410416953
69,LR,10000,mths_since_last_major_derog,0.7895184003646313
70,LR,10000,dti,1.5276650386075603
71,LR,10000,revol_bal,1.9014090798210868
72,LR,10000,tot_cur_bal,1.868179691769888
73,LR,10000,open_il_24m,1.2053260411614464
74,LR,10000,chargeoff_within_12_mths,0.016817939318293312
75,LR,10000,delinq_amnt,0.0
0,RFC,20000,Term: 36 months,25.10749998995311
1,RFC,20000,Term: 60 months,19.21089210884053
2,RFC,20000,Loan_Grade:A,133.36010385934904
3,RFC,20000,Loan_Grade:B,167.6140577443072
4,RFC,20000,Loan_Grade:C,31.689847902362853
5,RFC,20000,Loan_Grade:D,79.64045750743978
6,RFC,20000,Loan_Grade:E,13.61541979923625
7,RFC,20000,Loan_Grade:F,8.371425860088628
8,RFC,20000,Loan_Grade:G,1.1000095312665543
9,RFC,20000,Loan_SubGrade:A1,14.9622311772525
10,RFC,20000,Loan_SubGrade:A2,7.754156144046249
11,RFC,20000,Loan_SubGrade:A3,6.909155092883381
12,RFC,20000,Loan_SubGrade:A4,5.884549709332463
13,RFC,20000,Loan_SubGrade:A5,7.53984965293871
14,RFC,20000,Loan_SubGrade:B1,17.52949071481059
15,RFC,20000,Loan_SubGrade:B2,15.993745744698494
16,RFC,20000,Loan_SubGrade:B3,5.399783267899183
17,RFC,20000,Loan_SubGrade:B4,11.908781738691367
18,RFC,20000,Loan_SubGrade:B5,10.029986563056113
19,RFC,20000,Loan_SubGrade:C1,15.8290253895336
20,RFC,20000,Loan_SubGrade:C2,10.261364043538627
21,RFC,20000,Loan_SubGrade:C3,7.36848459106664
22,RFC,20000,Loan_SubGrade:C4,12.01616849863227
23,RFC,20000,Loan_SubGrade:C5,11.903390231432804
24,RFC,20000,Loan_SubGrade:D1,4.4984720609138815
25,RFC,20000,Loan_SubGrade:D2,4.476179614426367
26,RFC,20000,Loan_SubGrade:D3,3.8624217162003007
27,RFC,20000,Loan_SubGrade:D4,2.849884408703595
28,RFC,20000,Loan_SubGrade:D5,5.990688502718564
29,RFC,20000,Loan_SubGrade:E1,1.6850966084561327
30,RFC,20000,Loan_SubGrade:E2,0.584148698284544
31,RFC,20000,Loan_SubGrade:E3,3.566219741303944
32,RFC,20000,Loan_SubGrade:E4,1.4245515694298574
33,RFC,20000,Loan_SubGrade:E5,1.7056775697051507
34,RFC,20000,Loan_SubGrade:F1,0.6110156113863127
35,RFC,20000,Loan_SubGrade:F2,0.2046769173492771
36,RFC,20000,Loan_SubGrade:F3,0.1915797402481942
37,RFC,20000,Loan_SubGrade:F4,0.4226225738539507
38,RFC,20000,Loan_SubGrade:F5,0.37427485433246227
39,RFC,20000,Loan_SubGrade:G1,0.17545029990443742
40,RFC,20000,Loan_SubGrade:G2,0.03348519754337207
