,feature,Feature_Importance,sample_size,model
60,loan_amnt,0.0001,80000,logit
61,int_rate,4.2514,80000,logit
62,installment,-0.0022,80000,logit
63,annual_inc,0.0,80000,logit
64,inq_last_6mths,-0.1056,80000,logit
65,delinq_2yrs,-0.1547,80000,logit
66,mths_since_last_delinq,0.0005,80000,logit
67,open_acc,-0.0195,80000,logit
68,total_acc,0.0061,80000,logit
69,mths_since_last_major_derog,-0.0024,80000,logit
70,dti,-0.0007,80000,logit
71,revol_bal,-0.0,80000,logit
72,tot_cur_bal,0.0,80000,logit
73,open_il_24m,0.0394,80000,logit
74,chargeoff_within_12_mths,0.0951,80000,logit
75,delinq_amnt,-0.0004,80000,logit
